"DayOfWeek","DayOfYear","Records Affected","Timestamp","WeekNbr"
5,9,1,2020-01-10T04:54:02.000Z,1
5,9,314,2020-01-10T04:54:02.000Z,1
5,9,1,2020-01-10T04:54:03.000Z,1
5,9,1,2020-01-10T05:01:18.000Z,1
5,9,0,2020-01-10T05:01:20.000Z,1
5,9,1,2020-01-10T05:01:20.000Z,1
6,10,1,2020-01-10T06:18:14.000Z,1
6,10,null,2020-01-10T08:00:32.000Z,1
6,10,1,2020-01-10T10:28:08.000Z,1
6,10,0,2020-01-10T10:28:17.000Z,1
6,10,1,2020-01-10T10:28:17.000Z,1
6,10,1,2020-01-10T10:31:21.000Z,1
6,10,1,2020-01-10T10:31:22.000Z,1
6,10,1,2020-01-10T10:36:06.000Z,1
6,10,1,2020-01-10T10:36:07.000Z,1
6,10,1,2020-01-10T10:39:06.000Z,1
6,10,1,2020-01-10T10:39:07.000Z,1
6,10,1,2020-01-10T11:01:15.000Z,1
6,10,1,2020-01-10T11:01:16.000Z,1
6,10,1,2020-01-10T13:02:37.000Z,1
6,10,59,2020-01-10T13:02:58.000Z,1
6,10,1,2020-01-10T13:53:43.000Z,1
6,10,4594,2020-01-10T14:11:47.000Z,1
6,10,1,2020-01-10T14:11:47.000Z,1
6,10,4594,2020-01-10T14:11:47.000Z,1
6,10,1,2020-01-10T14:50:34.000Z,1
6,10,449,2020-01-10T14:56:29.000Z,1
6,10,1,2020-01-10T15:25:48.000Z,1
6,10,1,2020-01-10T15:48:37.000Z,1
6,10,1,2020-01-10T15:48:48.000Z,1
6,10,1,2020-01-10T15:48:48.000Z,1
6,10,1,2020-01-10T15:53:19.000Z,1
6,10,446,2020-01-10T15:55:25.000Z,1
6,10,null,2020-01-10T16:28:09.000Z,1
6,10,1,2020-01-10T16:28:21.000Z,1
6,10,389,2020-01-10T16:29:54.000Z,1
6,10,1,2020-01-10T16:29:54.000Z,1
6,10,389,2020-01-10T16:29:55.000Z,1
6,10,null,2020-01-10T16:31:21.000Z,1
6,10,1,2020-01-10T16:31:25.000Z,1
6,10,140,2020-01-10T16:31:52.000Z,1
6,10,1,2020-01-10T16:31:52.000Z,1
6,10,140,2020-01-10T16:31:52.000Z,1
6,10,1,2020-01-10T16:36:08.000Z,1
6,10,19,2020-01-10T16:36:14.000Z,1
6,10,1,2020-01-10T16:36:14.000Z,1
6,10,19,2020-01-10T16:36:14.000Z,1
6,10,1,2020-01-10T16:39:11.000Z,1
6,10,2,2020-01-10T16:39:16.000Z,1
6,10,1,2020-01-10T16:39:16.000Z,1
6,10,2,2020-01-10T16:39:16.000Z,1
6,10,1,2020-01-10T16:53:38.000Z,1
6,10,475,2020-01-10T16:56:25.000Z,1
6,10,1,2020-01-10T16:58:20.000Z,1
6,10,null,2020-01-10T17:01:19.000Z,1
6,10,1,2020-01-10T17:01:20.000Z,1
6,10,1,2020-01-10T17:01:24.000Z,1
6,10,1,2020-01-10T17:20:06.000Z,1
6,10,12596,2020-01-10T17:20:40.000Z,1
6,10,1,2020-01-10T18:24:17.000Z,1
6,10,1,2020-01-10T18:12:59.000Z,1
6,10,1,2020-01-10T17:52:06.000Z,1
6,10,384,2020-01-10T17:55:47.000Z,1
6,10,1,2020-01-10T18:53:05.000Z,1
6,10,413,2020-01-10T19:06:08.000Z,1
6,10,null,2020-01-10T19:10:34.000Z,1
6,10,1,2020-01-10T19:47:49.000Z,1
6,10,1,2020-01-10T19:47:58.000Z,1
6,10,1,2020-01-10T19:47:58.000Z,1
6,10,1,2020-01-10T19:49:34.000Z,1
6,10,1,2020-01-10T19:49:34.000Z,1
6,10,1,2020-01-10T20:16:08.000Z,1
6,10,1,2020-01-10T19:53:04.000Z,1
6,10,428,2020-01-10T19:55:51.000Z,1
6,10,1,2020-01-10T19:56:19.000Z,1
6,10,16241,2020-01-10T19:56:29.000Z,1
6,10,1,2020-01-10T21:22:31.000Z,1
6,10,1,2020-01-10T20:53:59.000Z,1
6,10,395,2020-01-10T20:56:07.000Z,1
6,10,1,2020-01-10T21:24:01.000Z,1
6,10,1,2020-01-10T21:58:06.000Z,1
6,10,1,2020-01-10T21:54:05.000Z,1
6,10,294,2020-01-10T21:55:43.000Z,1
6,10,null,2020-01-10T22:28:08.000Z,1
6,10,1,2020-01-10T22:28:23.000Z,1
6,10,831,2020-01-10T22:29:32.000Z,1
6,10,1,2020-01-10T22:29:32.000Z,1
6,10,831,2020-01-10T22:29:33.000Z,1
6,10,1,2020-01-10T22:31:25.000Z,1
6,10,305,2020-01-10T22:31:58.000Z,1
6,10,1,2020-01-10T22:31:58.000Z,1
6,10,305,2020-01-10T22:31:58.000Z,1
6,10,null,2020-01-10T22:36:15.000Z,1
6,10,1,2020-01-10T22:36:19.000Z,1
6,10,38,2020-01-10T22:36:36.000Z,1
6,10,1,2020-01-10T22:36:36.000Z,1
6,10,38,2020-01-10T22:36:37.000Z,1
6,10,null,2020-01-10T22:39:10.000Z,1
6,10,1,2020-01-10T22:39:13.000Z,1
6,10,10,2020-01-10T22:39:30.000Z,1
6,10,1,2020-01-10T22:39:30.000Z,1
6,10,10,2020-01-10T22:39:30.000Z,1
6,10,1,2020-01-10T22:54:17.000Z,1
6,10,1,2020-01-10T22:54:07.000Z,1
6,10,1,2020-01-10T22:54:16.000Z,1
6,10,1,2020-01-10T22:54:16.000Z,1
6,10,1,2020-01-10T22:54:55.000Z,1
6,10,1,2020-01-10T22:54:55.000Z,1
6,10,1,2020-01-10T22:56:18.000Z,1
6,10,1,2020-01-10T22:56:18.000Z,1
6,10,192,2020-01-10T22:58:10.000Z,1
6,10,null,2020-01-10T23:01:19.000Z,1
6,10,1,2020-01-10T23:01:21.000Z,1
6,10,0,2020-01-10T23:01:26.000Z,1
6,10,1,2020-01-10T23:01:26.000Z,1
6,10,1,2020-01-10T23:10:04.000Z,1
6,10,14469,2020-01-10T23:10:05.000Z,1
6,10,1,2020-01-10T23:10:26.000Z,1
6,10,1,2020-01-10T23:14:50.000Z,1
6,10,1,2020-01-10T23:35:20.000Z,1
6,10,1,2020-01-10T23:35:28.000Z,1
6,10,1,2020-01-10T23:35:28.000Z,1
6,10,1,2020-01-10T23:36:26.000Z,1
6,10,1,2020-01-10T23:36:26.000Z,1
6,10,1,2020-01-10T23:38:59.000Z,1
6,10,1,2020-01-10T23:38:59.000Z,1
6,10,1,2020-01-11T00:10:01.000Z,1
6,10,1,2020-01-10T23:44:18.000Z,1
6,10,1,2020-01-10T23:44:26.000Z,1
6,10,1,2020-01-10T23:44:26.000Z,1
6,10,1,2020-01-10T23:44:36.000Z,1
6,10,1,2020-01-10T23:44:36.000Z,1
6,10,1,2020-01-10T23:46:40.000Z,1
6,10,1,2020-01-10T23:46:40.000Z,1
6,10,1,2020-01-10T23:52:27.000Z,1
6,10,114,2020-01-10T23:53:37.000Z,1
6,10,1,2020-01-11T00:25:33.000Z,1
6,10,1,2020-01-11T00:53:39.000Z,1
6,10,63,2020-01-11T00:54:45.000Z,1
6,10,1,2020-01-11T01:53:14.000Z,1
6,10,23,2020-01-11T01:54:03.000Z,1
6,10,1,2020-01-11T02:07:07.000Z,1
6,10,3733,2020-01-11T02:07:12.000Z,1
6,10,1,2020-01-11T03:22:05.000Z,1
6,10,1,2020-01-11T02:53:48.000Z,1
6,10,2,2020-01-11T02:54:40.000Z,1
6,10,1,2020-01-11T03:24:39.000Z,1
6,10,1,2020-01-11T03:55:03.000Z,1
6,10,2,2020-01-11T03:56:30.000Z,1
6,10,null,2020-01-11T04:16:22.000Z,1
6,10,null,2020-01-11T04:28:09.000Z,1
6,10,1,2020-01-11T04:28:36.000Z,1
6,10,66,2020-01-11T04:30:34.000Z,1
6,10,1,2020-01-11T04:30:34.000Z,1
6,10,66,2020-01-11T04:30:34.000Z,1
6,10,null,2020-01-11T04:31:23.000Z,1
6,10,1,2020-01-11T04:31:34.000Z,1
6,10,12,2020-01-11T04:32:43.000Z,1
6,10,1,2020-01-11T04:32:43.000Z,1
6,10,12,2020-01-11T04:32:43.000Z,1
6,10,null,2020-01-11T04:36:09.000Z,1
6,10,1,2020-01-11T04:36:14.000Z,1
6,10,1,2020-01-11T04:36:31.000Z,1
6,10,null,2020-01-11T04:39:09.000Z,1
6,10,1,2020-01-11T04:39:13.000Z,1
6,10,1,2020-01-11T04:39:22.000Z,1
6,10,1,2020-01-11T04:55:26.000Z,1
6,10,1,2020-01-11T04:57:04.000Z,1
6,10,null,2020-01-11T05:01:25.000Z,1
6,10,1,2020-01-11T05:01:27.000Z,1
6,10,1,2020-01-11T05:01:34.000Z,1
6,10,1,2020-01-11T05:28:34.000Z,1
6,10,225,2020-01-11T05:28:35.000Z,1
7,11,1,2020-01-11T06:22:31.000Z,1
7,11,1,2020-01-11T09:11:10.000Z,1
7,11,1,2020-01-11T10:14:35.000Z,1
7,11,1,2020-01-11T10:28:12.000Z,1
7,11,0,2020-01-11T10:28:48.000Z,1
7,11,1,2020-01-11T10:28:48.000Z,1
7,11,1,2020-01-11T10:31:36.000Z,1
7,11,0,2020-01-11T10:32:11.000Z,1
7,11,1,2020-01-11T10:32:11.000Z,1
7,11,1,2020-01-11T10:36:08.000Z,1
7,11,1,2020-01-11T10:36:08.000Z,1
7,11,1,2020-01-11T10:39:10.000Z,1
7,11,0,2020-01-11T10:39:16.000Z,1
7,11,1,2020-01-11T10:39:16.000Z,1
7,11,1,2020-01-11T10:48:24.000Z,1
7,11,1,2020-01-11T11:01:16.000Z,1
7,11,0,2020-01-11T11:01:21.000Z,1
7,11,1,2020-01-11T11:01:21.000Z,1
7,11,1,2020-01-11T12:12:36.000Z,1
7,11,1,2020-01-11T12:46:53.000Z,1
7,11,1,2020-01-11T13:04:27.000Z,1
7,11,16,2020-01-11T13:05:05.000Z,1
7,11,1,2020-01-11T13:55:25.000Z,1
7,11,1,2020-01-11T14:52:07.000Z,1
7,11,23,2020-01-11T14:53:07.000Z,1
7,11,756,2020-01-11T15:29:23.000Z,1
7,11,1,2020-01-11T15:29:24.000Z,1
7,11,756,2020-01-11T15:29:24.000Z,1
7,11,1,2020-01-11T15:52:14.000Z,1
7,11,22,2020-01-11T15:52:42.000Z,1
7,11,1,2020-01-11T16:28:16.000Z,1
7,11,0,2020-01-11T16:29:13.000Z,1
7,11,1,2020-01-11T16:29:13.000Z,1
7,11,1,2020-01-11T16:31:24.000Z,1
7,11,0,2020-01-11T16:31:41.000Z,1
7,11,1,2020-01-11T16:31:41.000Z,1
7,11,1,2020-01-11T16:36:08.000Z,1
7,11,1,2020-01-11T16:36:14.000Z,1
7,11,1,2020-01-11T16:39:09.000Z,1
7,11,0,2020-01-11T16:39:17.000Z,1
7,11,1,2020-01-11T16:39:17.000Z,1
7,11,1,2020-01-11T16:51:51.000Z,1
7,11,29,2020-01-11T16:52:34.000Z,1
7,11,1,2020-01-11T16:55:17.000Z,1
7,11,1,2020-01-11T17:01:24.000Z,1
7,11,0,2020-01-11T17:01:31.000Z,1
7,11,1,2020-01-11T17:01:31.000Z,1
7,11,1169,2020-01-11T17:54:34.000Z,1
7,11,1,2020-01-11T17:50:52.000Z,1
7,11,24,2020-01-11T17:51:17.000Z,1
7,11,1,2020-01-11T17:54:34.000Z,1
7,11,1169,2020-01-11T17:54:34.000Z,1
7,11,1,2020-01-11T18:25:12.000Z,1
7,11,1,2020-01-11T18:54:29.000Z,1
7,11,26,2020-01-11T18:55:35.000Z,1
7,11,1,2020-01-11T19:06:06.000Z,1
7,11,1,2020-01-11T19:25:49.000Z,1
7,11,1,2020-01-11T19:25:49.000Z,1
7,11,1,2020-01-11T19:25:55.000Z,1
7,11,1,2020-01-11T19:34:08.000Z,1
7,11,1,2020-01-11T19:34:08.000Z,1
7,11,1,2020-01-11T19:38:48.000Z,1
7,11,1,2020-01-11T19:38:48.000Z,1
7,11,1,2020-01-11T19:38:52.000Z,1
7,11,null,2020-01-11T19:48:12.000Z,1
7,11,1,2020-01-11T20:25:24.000Z,1
7,11,1,2020-01-11T19:53:54.000Z,1
7,11,1,2020-01-11T20:03:20.000Z,1
7,11,1,2020-01-11T20:07:55.000Z,1
7,11,210,2020-01-11T20:07:56.000Z,1
7,11,1,2020-01-11T20:47:48.000Z,1
7,11,1,2020-01-11T20:50:51.000Z,1
7,11,1,2020-01-11T21:25:35.000Z,1
7,11,1,2020-01-11T21:54:18.000Z,1
7,11,1,2020-01-11T22:03:53.000Z,1
7,11,1,2020-01-11T22:28:16.000Z,1
7,11,0,2020-01-11T22:29:53.000Z,1
7,11,1,2020-01-11T22:29:53.000Z,1
7,11,null,2020-01-11T22:31:22.000Z,1
7,11,1,2020-01-11T22:31:34.000Z,1
7,11,0,2020-01-11T22:32:29.000Z,1
7,11,1,2020-01-11T22:32:29.000Z,1
7,11,1,2020-01-11T22:36:08.000Z,1
7,11,0,2020-01-11T22:36:26.000Z,1
7,11,1,2020-01-11T22:36:26.000Z,1
7,11,1,2020-01-11T22:39:12.000Z,1
7,11,0,2020-01-11T22:39:22.000Z,1
7,11,1,2020-01-11T22:39:22.000Z,1
7,11,1,2020-01-11T22:55:18.000Z,1
7,11,1,2020-01-11T23:01:17.000Z,1
7,11,0,2020-01-11T23:01:22.000Z,1
7,11,1,2020-01-11T23:01:22.000Z,1
7,11,1,2020-01-11T23:36:17.000Z,1
7,11,10,2020-01-11T23:36:17.000Z,1
7,11,1,2020-01-12T00:10:54.000Z,1
7,11,1,2020-01-11T23:51:57.000Z,1
7,11,1,2020-01-12T00:23:48.000Z,1
7,11,1,2020-01-12T01:26:06.000Z,1
7,11,1,2020-01-12T00:53:02.000Z,1
7,11,1,2020-01-12T01:39:23.000Z,1
7,11,17,2020-01-12T01:39:23.000Z,1
7,11,1,2020-01-12T02:15:46.000Z,1
7,11,1,2020-01-12T01:51:38.000Z,1
7,11,1,2020-01-12T01:55:12.000Z,1
7,11,1,2020-01-12T02:08:06.000Z,1
7,11,1,2020-01-12T02:53:31.000Z,1
7,11,null,2020-01-12T02:55:56.000Z,1
7,11,1,2020-01-12T03:52:19.000Z,1
7,11,1,2020-01-12T03:53:38.000Z,1
7,11,2,2020-01-12T03:53:39.000Z,1
7,11,1,2020-01-12T04:28:10.000Z,1
7,11,0,2020-01-12T04:28:26.000Z,1
7,11,1,2020-01-12T04:28:26.000Z,1
7,11,1,2020-01-12T04:31:26.000Z,1
7,11,0,2020-01-12T04:31:50.000Z,1
7,11,1,2020-01-12T04:31:50.000Z,1
7,11,1,2020-01-12T04:36:09.000Z,1
7,11,0,2020-01-12T04:36:14.000Z,1
7,11,1,2020-01-12T04:36:14.000Z,1
7,11,1,2020-01-12T04:39:07.000Z,1
7,11,0,2020-01-12T04:39:10.000Z,1
7,11,1,2020-01-12T04:39:10.000Z,1
7,11,1,2020-01-12T04:52:31.000Z,1
7,11,1,2020-01-12T04:56:23.000Z,1
7,11,1,2020-01-12T05:01:19.000Z,1
7,11,0,2020-01-12T05:01:25.000Z,1
7,11,1,2020-01-12T05:01:25.000Z,1
7,11,null,2020-01-12T05:48:44.000Z,1
2,13,1,2020-01-13T08:04:42.000Z,2
2,13,1,2020-01-13T10:28:06.000Z,2
2,13,1,2020-01-13T10:28:07.000Z,2
2,13,1,2020-01-13T10:31:20.000Z,2
2,13,1,2020-01-13T10:31:21.000Z,2
2,13,1,2020-01-13T10:36:06.000Z,2
2,13,1,2020-01-13T10:36:06.000Z,2
2,13,1,2020-01-13T10:39:06.000Z,2
2,13,1,2020-01-13T10:39:06.000Z,2
2,13,1,2020-01-13T11:01:14.000Z,2
2,13,1,2020-01-13T11:01:14.000Z,2
2,13,1,2020-01-13T13:02:36.000Z,2
2,13,64,2020-01-13T13:02:49.000Z,2
2,13,1,2020-01-13T13:53:17.000Z,2
2,13,3916,2020-01-13T13:54:22.000Z,2
2,13,1,2020-01-13T13:54:22.000Z,2
2,13,3916,2020-01-13T13:54:23.000Z,2
2,13,1,2020-01-13T14:50:15.000Z,2
2,13,436,2020-01-13T14:51:02.000Z,2
2,13,1,2020-01-13T15:20:34.000Z,2
2,13,1,2020-01-13T15:23:17.000Z,2
2,13,7714,2020-01-13T15:24:29.000Z,2
2,13,1,2020-01-13T15:24:29.000Z,2
2,13,7714,2020-01-13T15:24:30.000Z,2
2,13,1,2020-01-13T15:30:47.000Z,2
2,13,null,2020-01-13T15:40:32.000Z,2
2,13,1,2020-01-13T15:40:43.000Z,2
2,13,1,2020-01-13T15:51:12.000Z,2
2,13,1,2020-01-13T15:50:21.000Z,2
2,13,478,2020-01-13T15:51:27.000Z,2
2,13,1,2020-01-13T16:01:20.000Z,2
2,13,1,2020-01-13T16:10:29.000Z,2
2,13,1,2020-01-13T16:20:40.000Z,2
2,13,1,2020-01-13T16:28:07.000Z,2
2,13,327,2020-01-13T16:28:10.000Z,2
2,13,1,2020-01-13T16:28:10.000Z,2
2,13,327,2020-01-13T16:28:10.000Z,2
3,365,1,2020-01-01T05:01:15.000Z,52
3,365,0,2020-01-01T05:01:19.000Z,52
3,365,1,2020-01-01T05:01:19.000Z,52
3,365,1,2020-01-01T05:52:04.000Z,52
3,365,35,2020-01-01T05:52:04.000Z,52
4,1,1,2020-01-01T10:28:13.000Z,0
4,1,0,2020-01-01T10:28:52.000Z,0
4,1,1,2020-01-01T10:28:52.000Z,0
4,1,1,2020-01-01T10:31:23.000Z,0
4,1,0,2020-01-01T10:31:33.000Z,0
4,1,1,2020-01-01T10:31:33.000Z,0
4,1,1,2020-01-01T10:36:08.000Z,0
4,1,1,2020-01-01T10:36:10.000Z,0
4,1,1,2020-01-01T10:39:07.000Z,0
4,1,1,2020-01-01T10:39:08.000Z,0
4,1,1,2020-01-01T11:01:17.000Z,0
4,1,0,2020-01-01T11:01:21.000Z,0
4,1,1,2020-01-01T11:01:21.000Z,0
4,1,1,2020-01-01T13:02:38.000Z,0
4,1,1,2020-01-01T13:02:54.000Z,0
4,1,1,2020-01-01T13:53:32.000Z,0
4,1,142,2020-01-01T14:09:39.000Z,0
4,1,1,2020-01-01T14:09:39.000Z,0
4,1,142,2020-01-01T14:09:39.000Z,0
4,1,1,2020-01-01T14:50:43.000Z,0
4,1,5,2020-01-01T14:50:53.000Z,0
4,1,1,2020-01-01T15:25:19.000Z,0
4,1,1,2020-01-01T15:53:13.000Z,0
4,1,58,2020-01-01T15:54:15.000Z,0
4,1,1,2020-01-01T16:28:17.000Z,0
4,1,1,2020-01-01T16:29:46.000Z,0
4,1,1,2020-01-01T16:29:46.000Z,0
4,1,1,2020-01-01T16:29:46.000Z,0
4,1,null,2020-01-01T16:31:24.000Z,0
4,1,1,2020-01-01T16:31:32.000Z,0
4,1,0,2020-01-01T16:32:04.000Z,0
4,1,1,2020-01-01T16:32:04.000Z,0
4,1,null,2020-01-01T16:36:08.000Z,0
4,1,1,2020-01-01T16:36:11.000Z,0
4,1,0,2020-01-01T16:36:21.000Z,0
4,1,1,2020-01-01T16:36:21.000Z,0
4,1,null,2020-01-01T16:39:07.000Z,0
4,1,1,2020-01-01T16:39:16.000Z,0
4,1,1,2020-01-01T16:39:20.000Z,0
4,1,1,2020-01-01T16:53:13.000Z,0
4,1,10,2020-01-01T16:54:08.000Z,0
4,1,1,2020-01-01T17:01:18.000Z,0
4,1,1,2020-01-01T17:01:21.000Z,0
4,1,1,2020-01-01T17:13:50.000Z,0
4,1,287,2020-01-01T17:13:51.000Z,0
4,1,1,2020-01-01T18:13:17.000Z,0
4,1,1,2020-01-01T17:52:14.000Z,0
4,1,9,2020-01-01T17:52:42.000Z,0
4,1,1,2020-01-01T18:24:20.000Z,0
4,1,1,2020-01-01T18:53:05.000Z,0
4,1,2,2020-01-01T18:53:59.000Z,0
4,1,1,2020-01-01T20:13:02.000Z,0
4,1,1,2020-01-01T19:52:34.000Z,0
4,1,3,2020-01-01T19:53:11.000Z,0
4,1,1,2020-01-01T19:57:08.000Z,0
4,1,220,2020-01-01T19:57:08.000Z,0
4,1,1,2020-01-01T21:22:29.000Z,0
4,1,1,2020-01-01T20:52:31.000Z,0
4,1,5,2020-01-01T20:53:16.000Z,0
4,1,1,2020-01-01T21:23:56.000Z,0
4,1,1,2020-01-01T21:59:59.000Z,0
4,1,1,2020-01-01T21:53:16.000Z,0
4,1,2,2020-01-01T21:53:53.000Z,0
4,1,1,2020-01-01T22:28:14.000Z,0
4,1,0,2020-01-01T22:29:40.000Z,0
4,1,1,2020-01-01T22:29:40.000Z,0
4,1,null,2020-01-01T22:31:24.000Z,0
4,1,1,2020-01-01T22:31:32.000Z,0
4,1,0,2020-01-01T22:32:11.000Z,0
4,1,1,2020-01-01T22:32:11.000Z,0
4,1,null,2020-01-01T22:36:07.000Z,0
4,1,1,2020-01-01T22:36:12.000Z,0
4,1,1,2020-01-01T22:36:22.000Z,0
4,1,null,2020-01-01T22:39:08.000Z,0
4,1,1,2020-01-01T22:39:11.000Z,0
4,1,1,2020-01-01T22:39:18.000Z,0
4,1,1,2020-01-01T22:53:50.000Z,0
4,1,1,2020-01-01T22:55:29.000Z,0
4,1,1,2020-01-01T22:57:53.000Z,0
4,1,183,2020-01-01T22:57:54.000Z,0
4,1,null,2020-01-01T23:01:16.000Z,0
4,1,1,2020-01-01T23:01:18.000Z,0
4,1,0,2020-01-01T23:01:23.000Z,0
4,1,1,2020-01-01T23:01:23.000Z,0
4,1,null,2020-01-01T23:14:24.000Z,0
4,1,1,2020-01-02T00:16:54.000Z,0
4,1,1,2020-01-01T23:52:23.000Z,0
4,1,2,2020-01-01T23:52:55.000Z,0
4,1,1,2020-01-02T00:24:59.000Z,0
4,1,1,2020-01-02T00:52:40.000Z,0
4,1,2,2020-01-02T00:53:14.000Z,0
4,1,1,2020-01-02T01:53:14.000Z,0
4,1,1,2020-01-02T01:54:56.000Z,0
4,1,82,2020-01-02T01:54:57.000Z,0
4,1,1,2020-01-02T03:21:29.000Z,0
4,1,1,2020-01-02T02:52:34.000Z,0
4,1,1,2020-01-02T03:24:24.000Z,0
4,1,1,2020-01-02T04:14:48.000Z,0
4,1,1,2020-01-02T03:52:53.000Z,0
4,1,null,2020-01-02T04:28:09.000Z,0
4,1,1,2020-01-02T04:28:24.000Z,0
4,1,1,2020-01-02T04:29:25.000Z,0
4,1,1,2020-01-02T05:14:54.000Z,0
4,1,null,2020-01-02T04:31:23.000Z,0
4,1,1,2020-01-02T04:31:30.000Z,0
4,1,0,2020-01-02T04:32:07.000Z,0
4,1,1,2020-01-02T04:32:07.000Z,0
4,1,null,2020-01-02T04:36:09.000Z,0
4,1,1,2020-01-02T04:36:13.000Z,0
4,1,1,2020-01-02T04:36:30.000Z,0
4,1,null,2020-01-02T04:39:08.000Z,0
4,1,1,2020-01-02T04:39:10.000Z,0
4,1,1,2020-01-02T04:39:14.000Z,0
4,1,1,2020-01-02T04:53:49.000Z,0
4,1,8,2020-01-02T04:54:55.000Z,0
4,1,null,2020-01-02T05:01:18.000Z,0
4,1,1,2020-01-02T05:01:21.000Z,0
4,1,1,2020-01-02T05:01:25.000Z,0
4,1,1,2020-01-02T05:12:20.000Z,0
4,1,88,2020-01-02T05:12:21.000Z,0
5,2,1,2020-01-02T06:25:33.000Z,0
5,2,null,2020-01-02T08:00:18.000Z,0
5,2,1,2020-01-02T10:28:08.000Z,0
5,2,0,2020-01-02T10:28:15.000Z,0
5,2,1,2020-01-02T10:28:15.000Z,0
5,2,1,2020-01-02T10:31:22.000Z,0
5,2,1,2020-01-02T10:31:26.000Z,0
5,2,1,2020-01-02T10:36:07.000Z,0
5,2,0,2020-01-02T10:36:08.000Z,0
5,2,1,2020-01-02T10:36:08.000Z,0
5,2,1,2020-01-02T10:39:07.000Z,0
5,2,1,2020-01-02T10:39:08.000Z,0
5,2,1,2020-01-02T11:01:16.000Z,0
5,2,0,2020-01-02T11:01:18.000Z,0
5,2,1,2020-01-02T11:01:18.000Z,0
5,2,1,2020-01-02T13:17:51.000Z,0
5,2,1,2020-01-02T13:02:37.000Z,0
5,2,132,2020-01-02T13:03:13.000Z,0
5,2,1,2020-01-02T13:53:36.000Z,0
5,2,4732,2020-01-02T14:10:57.000Z,0
5,2,1,2020-01-02T14:10:57.000Z,0
5,2,4732,2020-01-02T14:10:57.000Z,0
5,2,null,2020-01-02T15:23:17.000Z,0
5,2,1,2020-01-02T15:24:45.000Z,0
5,2,1,2020-01-02T14:50:46.000Z,0
5,2,421,2020-01-02T14:52:26.000Z,0
5,2,1,2020-01-02T15:52:38.000Z,0
5,2,366,2020-01-02T15:55:13.000Z,0
5,2,null,2020-01-02T16:28:08.000Z,0
5,2,1,2020-01-02T16:28:33.000Z,0
5,2,307,2020-01-02T16:30:17.000Z,0
5,2,1,2020-01-02T16:30:17.000Z,0
5,2,307,2020-01-02T16:30:17.000Z,0
5,2,null,2020-01-02T16:31:22.000Z,0
5,2,1,2020-01-02T16:31:27.000Z,0
5,2,158,2020-01-02T16:32:18.000Z,0
5,2,1,2020-01-02T16:32:18.000Z,0
5,2,158,2020-01-02T16:32:18.000Z,0
5,2,null,2020-01-02T16:36:09.000Z,0
5,2,1,2020-01-02T16:36:14.000Z,0
5,2,5,2020-01-02T16:36:24.000Z,0
5,2,1,2020-01-02T16:36:24.000Z,0
5,2,5,2020-01-02T16:36:24.000Z,0
5,2,1,2020-01-02T16:39:09.000Z,0
5,2,7,2020-01-02T16:39:13.000Z,0
5,2,1,2020-01-02T16:39:13.000Z,0
5,2,7,2020-01-02T16:39:14.000Z,0
5,2,1,2020-01-02T16:53:11.000Z,0
5,2,368,2020-01-02T16:54:59.000Z,0
5,2,null,2020-01-02T17:01:16.000Z,0
5,2,1,2020-01-02T17:01:19.000Z,0
5,2,0,2020-01-02T17:01:22.000Z,0
5,2,1,2020-01-02T17:01:22.000Z,0
5,2,1,2020-01-02T17:12:39.000Z,0
5,2,12444,2020-01-02T17:12:39.000Z,0
5,2,1,2020-01-02T17:51:36.000Z,0
5,2,389,2020-01-02T17:55:16.000Z,0
5,2,1,2020-01-02T18:25:44.000Z,0
5,2,null,2020-01-02T18:23:20.000Z,0
5,2,1,2020-01-02T18:24:49.000Z,0
5,2,1,2020-01-02T19:11:38.000Z,0
5,2,1,2020-01-02T18:54:13.000Z,0
5,2,349,2020-01-02T19:00:15.000Z,0
5,2,1,2020-01-02T21:08:44.000Z,0
5,2,1,2020-01-02T20:52:38.000Z,0
5,2,397,2020-01-02T20:55:26.000Z,0
5,2,null,2020-01-02T21:23:21.000Z,0
5,2,1,2020-01-02T21:24:26.000Z,0
5,2,1,2020-01-02T19:52:52.000Z,0
5,2,346,2020-01-02T19:54:35.000Z,0
5,2,1,2020-01-02T20:30:00.000Z,0
5,2,1,2020-01-02T20:03:55.000Z,0
5,2,17135,2020-01-02T20:03:55.000Z,0
5,2,1,2020-01-02T21:52:18.000Z,0
5,2,322,2020-01-02T21:55:42.000Z,0
5,2,1,2020-01-02T22:03:09.000Z,0
5,2,null,2020-01-02T22:09:38.000Z,0
5,2,null,2020-01-02T22:28:08.000Z,0
5,2,1,2020-01-02T22:28:19.000Z,0
5,2,805,2020-01-02T22:30:00.000Z,0
5,2,1,2020-01-02T22:30:00.000Z,0
5,2,805,2020-01-02T22:30:01.000Z,0
5,2,1,2020-01-02T22:31:13.000Z,0
5,2,1,2020-01-02T22:31:13.000Z,0
5,2,null,2020-01-02T22:31:22.000Z,0
5,2,1,2020-01-02T22:31:28.000Z,0
5,2,1,2020-01-02T22:31:34.000Z,0
5,2,1,2020-01-02T22:31:34.000Z,0
5,2,349,2020-01-02T22:31:58.000Z,0
5,2,1,2020-01-02T22:31:58.000Z,0
5,2,349,2020-01-02T22:31:58.000Z,0
5,2,1,2020-01-02T22:32:27.000Z,0
5,2,1,2020-01-02T22:35:04.000Z,0
5,2,1,2020-01-02T22:36:04.000Z,0
